update,bacteria_pop,phage_pop,lysogen_pop,arbitrium,mean_lysogeny_rate,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
339,0,420,891,1866,0.114692,618,693,0,0,0,0,0,0,0,0
340,0,437,887,1866,0.115087,616,708,0,0,0,0,0,0,0,0
341,0,424,886,1866,0.115378,609,701,0,0,0,0,0,0,0,0
342,0,437,881,1866,0.115956,605,713,0,0,0,0,0,0,0,0
343,0,450,877,1866,0.115407,626,701,0,0,0,0,0,0,0,0
344,0,433,881,1866,0.115039,623,691,0,0,0,0,0,0,0,0
345,0,443,879,1866,0.115162,628,694,0,0,0,0,0,0,0,0
346,0,455,879,1866,0.114748,643,691,0,0,0,0,0,0,0,0
347,0,458,879,1866,0.11431,652,685,0,0,0,0,0,0,0,0
348,0,458,881,1866,0.11467,642,697,0,0,0,0,0,0,0,0
349,0,449,882,1866,0.1149,632,699,0,0,0,0,0,0,0,0
350,0,447,881,1866,0.115356,623,705,0,0,0,0,0,0,0,0
351,0,430,885,1866,0.115487,613,702,0,0,0,0,0,0,0,0
352,0,442,884,1866,0.115326,618,708,0,0,0,0,0,0,0,0
353,0,419,889,1866,0.115475,605,703,0,0,0,0,0,0,0,0
354,0,474,878,1866,0.11564,616,736,0,0,0,0,0,0,0,0
355,0,462,882,1866,0.115185,622,722,0,0,0,0,0,0,0,0
356,0,471,878,1866,0.114871,633,716,0,0,0,0,0,0,0,0
357,0,465,880,1866,0.114901,631,714,0,0,0,0,0,0,0,0
358,0,462,881,1866,0.114962,628,715,0,0,0,0,0,0,0,0
359,0,455,882,1866,0.114841,623,714,0,0,0,0,0,0,0,0
360,0,472,878,1866,0.11443,639,711,0,0,0,0,0,0,0,0
361,0,447,882,1866,0.113915,636,693,0,0,0,0,0,0,0,0
362,0,428,885,1866,0.114012,629,684,0,0,0,0,0,0,0,0
363,0,412,890,1866,0.114047,622,680,0,0,0,0,0,0,0,0
364,0,422,889,1866,0.113973,625,686,0,0,0,0,0,0,0,0
365,0,418,890,1866,0.11396,623,685,0,0,0,0,0,0,0,0
366,0,434,883,1866,0.114358,626,691,0,0,0,0,0,0,0,0
367,0,420,888,1866,0.114651,613,695,0,0,0,0,0,0,0,0
368,0,437,884,1866,0.114803,617,704,0,0,0,0,0,0,0,0
